"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"2622",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Income","$15,000 - $24,999"
"2623",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29,"Income","$25,000 - $34,999"
"2624",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Income","$35,000 - $49,999"
"2625",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.8,"Income","$50,000 - $74,999"
"2626",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.5,"Income","$75,000 or greater"
"2627",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",19.1,"Income","Data not reported"
"2628",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.7,"Race/Ethnicity","Non-Hispanic White"
"2629",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"2630",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.2,"Race/Ethnicity","Hispanic"
"2631",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",7.5,"Race/Ethnicity","Asian"
"2632",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"2633",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"2634",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.5,"Race/Ethnicity","2 or more races"
"2635",2014,"New Hampshire","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"2636",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.6,"Total","Total"
"2637",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Gender","Male"
"2638",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.9,"Gender","Female"
"2639",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.7,"Education","Less than high school"
"2640",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Education","High school graduate"
"2641",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.1,"Education","Some college or technical school"
"2642",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18.3,"Education","College graduate"
"2643",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",12.6,"Age (years)","18 - 24"
"2644",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.9,"Age (years)","25 - 34"
"2645",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Age (years)","35 - 44"
"2646",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Age (years)","45 - 54"
"2647",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.2,"Age (years)","55 - 64"
"2648",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Age (years)","65 or older"
"2649",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Income","Less than $15,000"
"2650",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Income","$15,000 - $24,999"
"2651",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Income","$25,000 - $34,999"
"2652",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25,"Income","$35,000 - $49,999"
"2653",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Income","$50,000 - $74,999"
"2654",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.5,"Income","$75,000 or greater"
"2655",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.9,"Income","Data not reported"
"2656",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.1,"Race/Ethnicity","Non-Hispanic White"
"2657",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.1,"Race/Ethnicity","Non-Hispanic Black"
"2658",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Race/Ethnicity","Hispanic"
"2659",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",7.9,"Race/Ethnicity","Asian"
"2660",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"2661",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.1,"Race/Ethnicity","American Indian/Alaska Native"
"2662",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.2,"Race/Ethnicity","2 or more races"
"2663",2012,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.5,"Race/Ethnicity","Other"
"2664",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Total","Total"
"2665",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Gender","Male"
"2666",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.9,"Gender","Female"
"2667",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.5,"Education","Less than high school"
"2668",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Education","High school graduate"
"2669",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.1,"Education","Some college or technical school"
"2670",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",19.1,"Education","College graduate"
"2671",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.4,"Age (years)","18 - 24"
"2672",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.7,"Age (years)","25 - 34"
"2673",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Age (years)","35 - 44"
"2674",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.5,"Age (years)","45 - 54"
"2675",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Age (years)","55 - 64"
"2676",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.2,"Age (years)","65 or older"
"2677",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Income","Less than $15,000"
"2678",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Income","$15,000 - $24,999"
"2679",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Income","$25,000 - $34,999"
"2680",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.6,"Income","$35,000 - $49,999"
"2681",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28,"Income","$50,000 - $74,999"
"2682",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.3,"Income","$75,000 or greater"
"2683",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.4,"Income","Data not reported"
"2684",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Race/Ethnicity","Non-Hispanic White"
"2685",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.6,"Race/Ethnicity","Non-Hispanic Black"
"2686",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Race/Ethnicity","Hispanic"
"2687",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",10.4,"Race/Ethnicity","Asian"
"2688",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"2689",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.5,"Race/Ethnicity","American Indian/Alaska Native"
"2690",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.3,"Race/Ethnicity","2 or more races"
"2691",2013,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21,"Race/Ethnicity","Other"
"2692",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.3,"Gender","Female"
"2693",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.9,"Total","Total"
"2694",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.5,"Gender","Male"
"2695",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.8,"Education","Less than high school"
"2696",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Education","High school graduate"
"2697",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Education","Some college or technical school"
"2698",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.7,"Education","College graduate"
"2699",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",13.3,"Age (years)","18 - 24"
"2700",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.4,"Age (years)","25 - 34"
"2701",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Age (years)","35 - 44"
"2702",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.6,"Age (years)","45 - 54"
"2703",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Age (years)","55 - 64"
"2704",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Age (years)","65 or older"
"2705",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Income","Less than $15,000"
"2706",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Income","$15,000 - $24,999"
"2707",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.2,"Income","$25,000 - $34,999"
"2708",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.6,"Income","$35,000 - $49,999"
"2709",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Income","$50,000 - $74,999"
"2710",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.2,"Income","$75,000 or greater"
"2711",2014,"New Jersey","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.4,"Income","Data not reported"
